,index,Kilde,content,tokens,url
1473,1473,Videncenter for energi Juli 2023 katalog_installation.pdf,"Solcelleanlæg til elproduktion
Videncenter for energibesparelser i bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 6Tjekliste
Solbestråling
Hældning og orienteringMontering på eksisterende tagFladt tagNyt tagPlacering
Vekselretterens placeringSpørgsmål Svar Løsning Undersøg
Er der skygge på taget om sommeren?
Er taghældningen mellem 30° og 40°?Skal solcellerne monteres på eksisterende tag?Er der fladt tag?  
Skal der etabler es nyt tag samtidig?
Er der mulighed for placering på tag?Kan der findes en egnet placering indendørs i 
passende kort afstand fra solcellemodulerne?Hvis ja: se 1
Hvis nej: se 2Hvis ja: se 3Hvis ja: se 4Hvis ja: se 5Hvis nej:  se 6
Hvis nej:  se 7Ja [   ]   Nej [   ] 
Ja [   ]   Nej [   ] 
Ja [   ]   Nej [   ]
Ja [   ]   Nej [   ] 
Ja [   ]   Nej [   ]
Ja [   ]   Nej [   ]
Ja [   ]   Nej [   ]
1. Solbestråling
Hvis der er skygge på taget om sommeren, kan dervælges en anden placering af solcellemodulerne: Påcarport eller fritstående på stativ. Vær opmærksom på,at hvis der vælges en placering, der er lavere, merelodret eller mere afvigende fra syd, så øges risikoen forskyggepåvirkning. Er panelerne placeret på forskelligeflader, må det sikres, at anlægget er tilsvarende elek -
trisk sektionsopdelt. Vær opmærksom på om solcellernekan genere naboer og trafikken med genskin, specielthvis glasset er meget blankt og ved øst/vest placering.
2. Hældning og orientering
Et solcelleanlæg virker optimalt ved en placering på ensydvendt 30-40° hældende tagflade. Er der ikke mu -
lighed for dette, vil samme ydeevne kunne opnås vedat øge solcellemodulernes samlede areal, afhængig afretning og taghældning.
Det kan dog i nogle tilfælde være en økonomisk fordel 
at placere solceller mod øst og/eller vest, så solcelle- produktionen evt. bedre kan udnyttes direkte i hus-holdningen. I tabel 4 på næste side kan du se, hvordan placering og ydeevne hænger sammen.
Eksempel på anvendelse af tabel 4Et solcelleanlæg på 4,5 kWp, placeret sydvendt med en 
hældning på 40°, frit ventileret og ikke udsat for skyg-ger kan producere ca. 4.500kWh/år (svarer til de 100% i tabel 4). Hvis taghældningen er 40° fra vandret, og orienteringen er vest, yder anlægget kun 79 % svarende til ca. 3555 kWh/år.
Økonomisk kan de 3555 kWh dog have (langt) større 
værdi end de 4500 kWh, idet de dels erstatter mere el, der kan benyttes direkte i husholdingen, dels er denne el ofte dyrere (ved variabel pris), dels fås mere, for den overskudsel, der sælges til nettet.
Hvis en årlig elproduktion på 4.500 kWh ønskes, kan 
man øge den installerede solcelleeffekt (og dermed arealet) med en faktor 1/0,8 = 1,25. Dermed kommer den installerede effekt op på 5,6 kWp.3. Montering på eksisterende tagSolcellemodulerne monteres på skinner på taget, på etstativ eller på ballastkasser. Anlægget kan normalt leve- res med beslag til forskellige tagtyper. Tjek altid, førdu går i gang, at beslag til montering af solcellemodu-lerne passer til det aktuelle tag og at taget kan bære.Solcellemoduler vejer typisk 12 kg/m2 (1 lag glas medramme) til 18 kg/m2 (2 lag glas rammeløs).
4. Fladt tag
Hvis der er fladt tag, monteres solcellemodulerne på etstativ eller ballastkasser, fx så de vender stik syd meden hældning på 30-40°, eller så en del af dem ven-der øst eller vest, alt efter, hvornår man har brug forelektricitet. Ved valg af stativ, tjek at gennemboringeraf klimaskærmen tætnes meget omhyggeligt. Ved valgaf ballastkasser, tjek at taget kan bære den forøgedevægt.
5. Nyt tag
Hvis tagbelægningen skal skiftes, er der mulighed for atindbygge solcellemodulerne i taget eller bygge monta-gebeslag ind med det samme.
6. Placering på stativ eller facade
Hvis der ikke er mulighed for placering på tag, kansolcellemodulerne placeres på stativ på jorden, eller påen facade, men vær i så fald ekstra opmærksom på evt.skyggegivere.
7. Vekselretterens placering
Vekselretteren bør placeres et køligt, velventileret,støvfrit sted. Den bør ikke opsættes i opholdsrum, daden kan udsende svag støj, og endelig bør afstandentil solcellemodulerne ikke være for stor. Kan der ikkefindes en egnet placering indendørs, kan man evt. op -
sætte den udendørs. Man skal i så fald sikre sig hosleverandøren, at der vælges en vekselrettertype, der erdesignet til udendørs montage.
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 168 168",1622,https://byggeriogenergi.dk/
1474,1474,Videncenter for energi Juli 2023 katalog_installation.pdf,"Solcelleanlæg til elproduktion
Nord Øst Syd Vest Nord
-180 -150 -120 -90 -60 -30 0 30 60 90 120 150 180
9026 32 43 55 65 71 73 72 65 55 42 31 26
8031 36 48 62 73 80 82 81 73 62 47 36 31
7034 41 53 68 80 87 90 87 80 67 53 40 34
6038 45 58 73 85 92 95 92 85 72 58 44 38
5044 49 63 76 88 96 98 96 88 76 62 48 44
4051 55 67 80 90 97 100 97 90 79 66 55 51
3059 63 71 81 91 97 99 97 91 81 70 62 59
2068 70 75 83 90 95 97 95 90 83 75 69 68
1076 77 81 84 87 91 92 91 87 84 81 77 76
085 85 85 85 85 85 85 85 85 85 85 85 85Hældning [°]Orientering [°]
Figuren viser solcellernes omtrentlige %-vise årlige energiproduktion ved 
forskellig hældning of orientering, angivet i forhold til den ideelle 
placering i DK: Stik syd og hældning ca. 37°, som er 100%.
Videncenter for energibesparelser i bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. Videncenter for energibesparelser i bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 7Yderligere information
VE-godkendelsesordning
www. ens.dk/ansvarsomraader/  
energibesparelser/byggeri-og-renovering/  
ve-godkendelsesordning
Støtte til vedvarende energi
www.ens.dk/ansvarsomraader/  
stoette-til-vedvarende-energi/solceller/  
ansoegningsproces
 
www.bis.teknologisk.dk
www.sik.dk
www.ens.dk
Kontakt Videncenter for energibesparelser  
i bygninger 
Du kan ringe til os på tlf. 7220 2255, 
hvis du har spørgsmål. 
Eller gå ind på hjemmesiden: 
www.ByggeriOgEnergi.dkHvilke krav stiller bygningsreglementet?
Der stilles krav i bygningsreglementet om funktionsaf -
prøvning. Installationer, som kan medføre en særlig risiko 
for brand, skal placeres og udføres i bygningen, så risi -
koen for, at en brand opstår og spreder sig, minimeres.
 
Virksomhedens stempel og logo:
VEB påtager sig intet ansvar for eventuelle fejl og mangler i hverken trykt 
eller digitalt informationsmateriale eller for tab, der måtte opstå som følge 
af dispositioner på baggrund af materialet. VEB forbeholder sig ret til uden 
forudgående varsel at foretage ændringer i materialet. Tabel 4
Figuren viser solcellernes omtrentlige procentvise årlige energiproduktion ved forskellig haldning of orientering, 
angivet i forhold til den ideelle placering i DK: Stik syd og haldning ca. 37°, som er 100%.Orientering [ °]Hældning [ °]
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 169 169",999,https://byggeriogenergi.dk/
1475,1475,Videncenter for energi Juli 2023 katalog_installation.pdf,"Øvrige energiløsninger
TAG OG LOFT  
• Efterisolering af fladt tag
• Efterisolering af mansardtag - indefra
• Efterisolering af loft
• Efterisolering af skunk
• Efterisolering af skråvæg - udefra
• Efterisolering af kviste
FACADE  
• Hulmursisolering
• Udvendig efterisolering af letbetonvægge
• Udvendig efterisolering af massive murede vægge
• Murede ydervægge - udvendig efterisolering afsluttet 
med formur
• Udvendig efterisolering af betonsandwichelementer
ETAGEADSKILLELSE
•  Efterisolering af hulrum i etageadskillelser  VARME INSTALLATIONER
• Konvertering af oliefyret varmecentral til fjernvarme
• Renovering af fjernvarmeforsynet varmecentral
• Renovering af naturgasfyret varmecentral
• Udskiftning af varmtvandsbeholder
• Solvarmeanlæg til større bygninger
• Udskiftning af større cirkulationspumpe
• Automatik i varmecentraler
• Isolering af rørinstallation til centralvarme og varmt 
brugsvand
• Fuld konvertering til varmepumpe
• Delvis konvertering til varmepumpe
VENTILATION
• Central ventilation med varmegenvinding 
• Decentral ventilation med varme-genvinding 
ELFORBRUG
• LED-belysning og –styringer til gang- og fællesarealerEnergiløsninger til store bygningerDu kan på ByggeriOgEnergi.dk  finde yderligere Energiløsninger om klimaskærm i små bygninger og om klimaskærm og installa -
tioner i store bygninger (primært beboelsesejendomme).
TAG OG LOFT
• Efterisolering af fladt tag
• Efterisolering af mansardtag - indefra 
• Efterisolering af loft  
• Efterisolering af skunk  
• Efterisolering af tagrem  
•  Efterisolering af skråvæg/loft til kip - indefra 
•  Efterisolering af skråvæg/loft til kip - udefra 
• Udskiftning af ovenlyskupler  
• Udskiftning af ovenlysvinduer 
  
FACADE, VINDUER, RUDER OG DØRE
• Udskiftning af vinduer med termoruder
• Udskiftning af termoruder
•  Energiforbedring af vinduer med forsatsrammer 
•  Energiforbedring af vinduer med koblede rammer 
•  Udskiftning af vinduer med ét lag glas• Udskiftning af yderdøre  
• Hulmursisolering  
• Udvendig efterisolering af let ydervæg 
•   Indvendig efterisolering af let ydervæg
•  Udvendig efterisolering af tung ydervæg  
• Murede ydervægge – udvendig efterisolering   
 med flytning af formur 
GULV, SOKKEL/FUNDAMENT OG KÆLDER
• Efterisolering af sokkel
• Dæk over krybekælder ændres til nyt terrændæk 
• Efterisolering af terrændæk ved opbygning af nyt terrændæk
• Efterisolering af kældergulv
• Efterisolering af gulv over uopvarmet kælder
• Indvendig efterisolering af kældervæg
• Udvendig efterisolering af kældervægEnergiløsninger til klimaskærm
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 
170 170
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. ",1023,https://byggeriogenergi.dk/
1476,1476,Videncenter for energi Juli 2023 katalog_installation.pdf,"Yderligere værktøjer  
på ByggeriOgEnergi.dk
På www.ByggeriOgEnergi.dk  kan du finde yderligere værktøjer til at energiforbedre 
boliger og andre bygninger. Der er bl.a. en besparelsesberegner, som du kan bruge som 
grundlag for at give et bud på potentialet for at spare penge i konkrete bygninger . Den 
teoretiske beregning af energiforbruget til varme og varmt brugsvand er baseret på 
beregningskernen til programmet Be18.  
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 
171 171
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. ",244,https://byggeriogenergi.dk/
1477,1477,Videncenter for energi Juli 2023 katalog_installation.pdf,"Videncenter for Energibesparelser i Bygninger 
under Energistyrelsen samler og formidler viden om 
konkrete og praktiske muligheder for at reducere 
energiforbruget i bygninger. Videncentret medvirker 
til, at byggeriets parter opnår flere kvalifikationer og 
nye værktøjer til at gennemføre energibesparende 
tiltag i bygninger. 
Hermed understøtter Videncentret den samlede  
energispareindsats i Danmark. 
Scan koden eller besøg Videncentrets hjemmeside
www.ByggeriOgEnergi.dk
Gregersensvej 1  •  Bygning 2  •  2630 Taastrup  •  Tlf. 7220 2255  •  www.ByggeriOgEnergi.dk",208,https://byggeriogenergi.dk/
1478,1478,Videncenter for energi September 2022 katalog_etageejendomme.pdf,"Store bygninger
Klimaskærm og installationerENERGILØSNINGER
Videncenter for Energibesparelser i Bygninger − opdateret september 2022",44,https://byggeriogenergi.dk/
1479,1479,Videncenter for energi September 2022 katalog_etageejendomme.pdf,"Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 2Energiløsningerne, som du finder her i kataloget, gør det nemmere at komme i 
gang med energirenovering. De er udviklet af Videncenter for Energibesparel -
ser i Bygninger og giver dig praktiske anvisninger på, hvordan der opnås en god 
energistandard i eksisterende bygninger.
I dette katalog finder du Energiløsninger specifikt udviklet til store bygninger . 
Energiløsningerne fra side 5 til 77 vedrører klimaskærmen, mens resten fra side 
78 vedrører de tekniske installationer. Energiløsningerne giver svar på, hvordan 
bygningen gøres mere energirigtig, hvor store besparelser der kan opnås, og 
hvordan arbejdet udføres korrekt
Med Energiløsningerne i hånden kan det være lettere at gøre bygningsansvar -
lige interesserede i energiforbedringer, og du kan nemmere finde ud af, hvad 
der kan gøres for at forbedre energitilstanden i en konkret bygning. 
Der findes også to kataloger med Energiløsninger til enfamiliehuse om klima -
skærm og installationer. De kan downloades på ByggeriOgEnergi.dk .
 
Har du spørgsmål til stort eller småt omkring energieffektivisering af bygninger , 
og hvordan det gennemføres, er Videncentrets telefontjeneste og mailservice 
åbne dagligt. Kom godt i gang med  
energirenovering
Ring til os på telefon  7220 2255
Du kan også skrive til 
info@ByggeriOgEnergi.dk
Find yderligere information og beregnere 
på www.ByggeriOgEnergi.dk",493,https://byggeriogenergi.dk/
1480,1480,Videncenter for energi September 2022 katalog_etageejendomme.pdf,"Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 3Katalog til store bygninger
TAG OG LOFT
• Efterisolering af fladt tag  ................................................................  5
• Efterisolering af mansardtag - indefra  .................................................  10 
• Efterisolering af loft  ......................................................................  17
• Efterisolering af skunk  ...................................................................  23
• Efterisolering af skråvæg - udefra  .....................................................  30
• Efterisolering af kviste  ...................................................................  36
FACADE
• Hulmursisolering  ...........................................................................  43
• Udvendig efterisolering af letbetonvægge  ............................................  47
• Udvendig efterisolering af massive murede vægge  ..................................  53
• Murede ydervægge - udvendig efterisolering afsluttet med formur  ..............  59 
• Udvendig efterisolering af betonsandwichelementer  ................................  64
ETAGEADSKILLELSER
• Efterisolering af hulrum i etageadskillelser  ...........................................  71
 
VARMEINSTALLATIONER
• Fuld konvertering til varmepumpe  ......................................................  78
• Konvertering af oliefyret varmecentral til fjernvarme  ..............................  85
• Delkonvertering til luft-vandvarmepumpe  ............................................  94
• Renovering af fjernvarmeforsynet varmecentral  .....................................  101
• Renovering af naturgasfyret varmecentral  ............................................  110
• Udskiftning af varmtvandsbeholder  .....................................................  116
• Solvarmeanlæg til store bygninger  ......................................................  122
• Udskiftning af større cirkulationspumper  ..............................................  127
• Automatik i varmecentraler  ..............................................................  133
• Isolering af rørinstallation til centralvarme og varmt brugsvand  ..................  137
VENTILATION
• Central ventilation med varmegenvinding  .............................................  143
• Decentral ventilation med varmegenvinding  ..........................................  152
EL
• LED-belysning og -styringer til gang- og fællesarealer  ...............................  160
ØVRIGE ENERGILØSNINGER  ..................................................................  169",625,https://byggeriogenergi.dk/
1481,1481,Videncenter for energi September 2022 katalog_etageejendomme.pdf,"TAG OG LOFT
Mange ældre etageejendomme har dårligt isolerede tag- og loftkon -
struktioner. Det betyder, at der tit er store besparelser at hente, hvis 
man efterisolerer tag og loft inkl. skunk, skråvæg og kvist. 
Med en korrekt udført efterisolering kan bygningsejeren se frem til 
store besparelser på varmeregningen, bedre komfort og indeklima for 
beboerne samt en øget ejendomsværdi.
Se besparelsespotentialet, og hvordan arbejdet udføres korrekt på de 
næste sider.
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 
4",211,https://byggeriogenergi.dk/
1482,1482,Videncenter for energi September 2022 katalog_etageejendomme.pdf,"Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 5
Energiløsning
store bygningerFlade tage med tagpap er typiske for etagebyggeri 
opført fra 1960 til 2000, især for betonelementbyggeri. 
Tagene er udført enten som kolde tage, hvor varme -
isoleringen er anbragt i tagkonstruktionen - oftest i en 
bjælkekonstruktion, eller som varme tage, hvor var -
meisoleringen er anbragt uden på tagkonstruktionen - 
oftest et betondæk. 
En stor del af bygningerne er bygget i en periode med 
relativt beskedne krav til varmeisoleringen. Hvis tag-
konstruktionen er isoleret med mindre end 100 mm, bør 
det flade tag efterisoleres - mindst svarende til U-værdi 
på maksimalt 0,12 W/m²K svarende til ca. 300 mm mi -
neraluldsisolering. Efterisolering udføres nemmest som 
en udvendig efterisolering ovenpå det eksisterende tag 
og afsluttes med en ny tagdækning. Arbejdet kan med 
fordel udføres, når tagdækningen alligevel skal fornyes.
For nogle flade tage kan en spærløsning med hældning 
være et alternativ. Denne løsning indgår ikke her i ener -
giløsningen.
NB: Isoleringstykkelsen vælges dels ud fra ønsket om 
varmeisolering, dels ud fra fugtforhold i konstruktionen.Efterisolering af fladt tagUDGIVET DECEMBER 2016 - REVIDERET AUGUST 2022
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 1Energiløsning
store bygninger
Fordele
• Mindre varmetab gennem taget
• Ny vandtæt tagdækning og bedre afvanding af taget
• Forbedring af fugtforhold og nedsat risiko for skim -
mel eller svamp
• Varmere loft i øverste etage og bedre indeklima
• Lavere varmeregning
• Lavere CO 2 udledning
• Øget ejendomsværdi
 
Indeklima  
Når taget efterisoleres, bliver loftets overflade varmere, 
så træk i form af kuldenedfald fra de kolde overflader 
undgås. Er arbejdet udført korrekt, mindskes risikoen 
for kondens på loftets inderside, og dermed mindskes 
også risikoen for skimmelangreb. 
Vindbræt
Koldt tag (ændret til varmt tag)Ny kileskåret isolering
Fald 1:40Eksist. isoleringOprindelig dampspærreTagrendeNy tagpap
Eksist. tagpap / dampspærre",797,https://byggeriogenergi.dk/
1483,1483,Videncenter for energi September 2022 katalog_etageejendomme.pdf,"Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 6
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 2Efterisolering af fladt tag
Energibesparelse
*) Tag med ringe isolering (beton med 50 mm letbeton/træbjælkelag med 22 mm tangmåtte)
Forudsætning
Efterisoleringen udføres med et til konstruktionen egnet isoleringsmateriale med en lambda-værdi på højest 
37-38 mW/m K.
Fugtforhold og isoleringstykkelse for 
flade tage
Den ny isolering kan modvirke fugtforhold, der giver 
grobund for skimmel, eller giver svampeangreb på 
organisk materiale. Tykkelsen af efterisoleringen skal 
sikre en sund konstruktion uden fugtproblemer. Ved ef -
terisolering udlægges den nye isolering på oversiden af 
konstruktionen og afsluttes med tagdækning. Den gamle 
tagdækning kommer til at fungere som dampspærre, 
derfor er tykkelsen og isolansen af den ny isolering vig -
tig. I eksemplerne nedenfor er forudsat isoleringsmate -
rialer med samme lambda–værdi, som den eksisterende 
isolering. 
For fugtbelastningsklasse 2: Boliger med lav beboelses -
tæthed og kontorer anbefales, at den ny isolering svarer 
til mindst halvanden gang den oprindelige isolering ud 
fra fugtmæssige hensyn. For fugtbelastningsklasse 3: 
Boliger med høj beboelsestæthed anbefales, at den ny 
isolering svarer til mindst tre gange den oprindelige 
isolering ud fra fugtmæssige hensyn.  
Da fugtbelastningsklassen er vanskelig at fastlægge, bør 
den ny isolering svare til mindst to eller gerne tre gange 
den eksisterende isolering, hvis den gamle tagdækning 
ikke fjernes.Eksempler:
Eksisterende isolering 75 mm, ny isolering + 225 mm 
(= eksist. * 3), i alt 300 mm
Eksisterende isolering 100 mm, ny isolering + 300 mm 
(= eksist. * 3), i alt 400 mm 
Eksisterende isolering 150 mm, ny isolering + 300 mm 
(= eksist. * 2) i alt 450 mm
Eksisterende isolering 200 mm, ny isolering + 400 mm 
(= eksist. * 2) i alt 500 mm
Det bemærkes at anbefalingerne også gælder de tagare -
aler, hvor isoleringen er kileskåret og dermed tyndere.
Ved udvendig efterisolering af et koldt tag lukkes det 
ventilerede hulrum når fugtforholdene er acceptable. 
Hvis fugtigheden i træ og isolering i det eksisterende tag 
er op til 15 %, kan lukningen evt. gennemføres i forbin -
delse med efterisoleringen. Hvis fugtigheden er  
højere, men falder til 15 % efter et år – kan ventilatio -
nen derefter lukkes. Hvis der efter 1 år stadigt er et 
højere fugtniveau, er konstruktionen formentlig fejlud -
ført, så der løbende tilføres fugt til taget. Derfor skal 
problematikken udredes og årsagen findes og udbedres, 
inden evt tvangsudtørring. 
Hvis ventilationen ikke lukkes det første år – har efter -
isoleringen kun ca. 70 % af den forventede effekt. Når 
ventilationen i et koldt tag lukkes, omdannes konstruk -
tionen til et varmt tag.
0 mm*
50 mm
75 mm
100 mm
125 mm
150 mm
175 mm
200 mmEksisterende isoleringstykkelse     300 mm isolering
U = 0,12 W/m²K
112
50
34
25
18
13
9
7Energibesparelse i kWh/m2 pr. årNy samlet isoleringstykkelse   
400 mm isolering
U = 0,10 W/m²K
114
52
36
27
20
15
11
9",1119,https://byggeriogenergi.dk/
1484,1484,Videncenter for energi September 2022 katalog_etageejendomme.pdf,"Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 7
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 3Efterisolering af fladt tag 
Varmeproduktion ved forskellige brændsler: 
1 liter olie = 8-10 kWh. 1 m³ naturgas = 9-11 kWh. 
(højest for nye kedler)Eksempel på energibesparelse
Udførelse
Tagkonstruktionen skal udføres med effektivt afvan-
dingssystem til regnvand. Det anbefales, at det ud-
føres med synlige nedløbsrør og tagrender af hensyn 
til senere inspektion.
Der skal tages hensyn til faldet på den eksisterende 
tagflade ved at planlægge fald mod afløb på den 
nye, efterisolerede tagflade. Ved tage med ineffek-
tivt eller intet fald anvendes kileskåret isoleringsma-
teriale med fald på mindst 1:40.
Trafik på taget skal foregå i bestemte ganglinier, der 
etableres på uisolerede områder eller på trykfor -
delende plader.
Isoleringen skal holdes tør og beskyttes ved arbejdet 
ophør. Kanter skal inddækkes, så vand ikke kan løbe 
ind under isoleringen.
Udtjente ovenlyskupler udskiftes, inden den nye 
konstruktion opbygges, og der udføres en tæt sam-
ling til den eksisterende tagbelægning. Se Videncen-
trets energiløsning: ”Udskiftning af ovenlyskupler”. 
Inddækningshøjden ved ovenlys, gennemføringer og 
tilslutning til andre bygninger skal være mindst 150 
mm.
 Eventuelle taghætter for udluftning af tagpaptag 
fjernes helt, og hullet efter dem lukkes tæt.
Isoleringen udlægges direkte på den eksisterende 
tagbelægning med en isoleringstykkelse, der over 
hele tagarealet svarer til mindst 2 gange isolerings-
tykkelsen, i det eksisterende tag. Isoleringen udlæg -
ges med forskudte samlinger og fastgøres mekanisk 
til den eksisterende tagkonstruktion.
Hvis det eksisterende tag er “koldt”, dvs. med en 
ventilationsspalte mellem isoleringslag og tagdæk-
ning, skal spalten lukkes effektivt for ikke at miste 
effekten af efterisoleringslaget. Når det er sikret, at 
isolering og konstruktion ikke er opfugtet (se under 
fugtforhold), isoleres spalten og beskyttes mod gen-
nemblæsning, fx med fugede vindbrædder.
Sternkanten udføres med en højde, der passer til 
husets arkitektur. Der kan evt. udføres en skrå 
afslutning af efterisoleringslaget for at mindske den 
visuelle effekt af den øgede isolering set nedefra.
I en boligblok med fladt tag (koldt tag), efterisoleres 440 m ² tagflade. Den eksisterende 
isolering er på 75 mm. Tagflade og konstruktion gennemgås, og taghætter fjernes. 
Tagflade repareres og efterisoleres med 325 mm isolering til lavenerginiveau og afsluttes 
med ny tagdækning. 
Fjernvarmepris: 0,50 kr. pr. kWh.
Økonomisk besparelse år 1,  kr.
Årlig CO 2-besparelse kgForudsætninger
Årlig energibesparelse kWh   36 kWh/m²
 36 kWh/m² x 440 m² =  15.840 kWh
 0,50 kr./kWh x 15.840 kWh =  7.920 kr.
 0,072 kg/kWh x 15.840 kWh =  1.140 kg/1,1 tons  Årlig energibesparelse kWh pr. m²
CO2-udledning for forskellige opvarmningsformer: 
• Naturgas: 0,205 kg CO2 pr. kWh
• Fyringsolie: 0,266 kg CO2 pr. kWh
• Fjernvarme: 0,072 kg CO 2 pr. KWh
• El: 0,211 kg CO 2 pr. kWh",1172,https://byggeriogenergi.dk/
1485,1485,Videncenter for energi September 2022 katalog_etageejendomme.pdf,"Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 8
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 4Efterisolering af fladt tag 
1. Forundersøgelse og fugt
Det anbefales, at der foretages en gennemgang af 
den eksisterende konstruktion inden efterisoleringen. 
Fugtforholdene skal vurderes, for at undgå fremtidige 
svampeskader og skimmelvækst i et ventileret koldt 
tag, eller for at undgå reduceret effekt af isoleringen i 
et varmt tag. Gennemgangen skal yderligere afklare om 
konstruktionen kan optage belastningen fra efterisole -
ringen. Hvis anbefalingerne til den ny isoleringstykkelse 
fraviges, gennemføres en fugtteknisk beregning. Den 
relative fugtighed på tagdækningen (den fremtidige 
dampspærre) må højest være 75%.   
2. Fugt i tagkonstruktion
Ved særligt fugtige områder med våd isolering og skim -
melvækst skal kilderne til opfugtningen findes (fx utæt 
tagdækning eller inddækninger, mekaniske fastgørelser 
og ventilering med rumluft). Våd isolering udskiftes, 
den eksisterende konstruktion udbedres, og eventuel 
skimmelsvamp afrenses inden efterisoleringen.
Hvis der er tegn på råd, svamp eller insektangreb i loft- 
eller tagkonstruktionen, skal en særlig fagkyndig person 
og forsikringsselskab kontaktes.
3. Tagdækning
Den eksisterende tagdækning rengøres og efterses for 
evt. skader og fejl. Disse skal udbedres, så der sikres en 
tæt tagdækning, der kan fungere som dampspærre i den 
nye konstruktion. Tjekliste
Spørgsmål Svar Løsning Undersøg
Hvis nej:  se 1
Hvis nej:  se 2
Hvis ja:  se 3
Hvis ja:  se 4
Hvis ja:  se 5
Hvis ja:  se 6
Hvis ja:  se 7
Hvis ja:  se 8
Hvis ja:  se 9Ja [   ]   Nej [   ]  
Ja [   ]   Nej [   ]   
Ja [   ]   Nej [   ]
Ja [   ]   Nej [   ] 
Ja [   ]   Nej [   ] 
Ja [   ]   Nej [   ] 
Ja [   ]   Nej [   ] 
Ja [   ]   Nej [   ] 
Ja [   ]   Nej [   ] Tagkonstruktion
Tagkonstruktion
Tagdækning
Tagdækning
Tagdækning
Taghætter
Ovenlyskupler
Aftrækskanaler
Andre gennembrydningerEr fugtforhold i konstruktionen undersøgt?
Er tagkonstruktionen tør uden råd,
svamp eller insektangreb?
Er der skader på den eksisterende
tagdækning, der har medført fugtind -
trængning ?
Er der lunker og buler på tagfladen
Er der built-up tag med stenbelægning?
Er taget forsynet med taghætter?
Er der ældre ovenlyskupler?
Er der aftrækskanaler til naturlig
ventilation ?
Er der fx el-, antenne- eller
alarminstallationer?
4. Lunker og buler
Inden efterisoleringen udføres, skal den eksisterende 
tagdækning være helt tør og uden lunker eller buler.
Lunker og evt. spring mellem elementer og konstruk -
tionsdele skal udjævnes. Større lunker på den eksiste -
rende tagflade udfyldes – fx med løse letklinker. Mindre 
lunker kan udlignes ved at udlægge tagpapstrimler eller 
en afretningsmasse bestående af perlite og asfalt. Buler 
punkteres og repareres, så tagpappen er tæt.
5. Built-up tag
Ved efterisolering af en ældre built-up tagdækning med 
sten fjernes løst liggende sten. Isoleringsmaterialet 
vælges – fx hård mineraluld med blød underside – så 
resterende sten kan presses ind i isoleringsmaterialet, 
og luftlommer undgås ved den mekaniske fastgørelse.
6. Taghætter
Taghætter for udluftning af tagpaptag fjernes, og hullet 
efter dem lukkes tæt. Konstruktionen tjekkes for fugt.
7. Ovenlyskupler
Normalt skal ovenlyskupler udskiftes i forbindelse med, 
at tagbelægningen skiftes, idet ovenlyskupler af ældre 
dato isolerer meget dårligt. Der skal efterfølgende udfø -
res en tæt samling til både den nye og gamle tagbelæg -
ning. Den nye tagbelægning udføres med en opkant på 
mindst 150 mm omkring ovenlyskuplen. Ved udskiftning 
af ovenlyskupler skal der anvendes isolerede karme –
dels for at undgå kondens på karmene og dels for at 
opfylde isoleringskravene.",1430,https://byggeriogenergi.dk/
